TaxonName,SpeciesName_alt,Division,Class,Family,Genus,species,subspecies,Sp.code,NaturalisationPeriod,ShadeTolerance,RaunkierLifeMode,lifeform,EslerLifeMode,WeedBiostatus,MeanPlantHeight,LeafLongevity,LeafForm,MeanMaximumLeafLength,LeafWidth,MinimumJulvenilePeriod,SpinesBurrs,Poisonous,AnimalPalatability,NitrogenFixer,Distribution,SexualReproductiveSystem,FlowerPeriodLength,MeanLongFruitLength,MeanShortFruitLength,FruitingPeriodLength,SeedProductionViability,SeedPerPlant,SeedLength,SeedWidth,MeanSeedMass
Brachyglottis sciadophila (Raoul) B.Nord.,Brachyglottis sciadophila (Raoul) B.Nord.,Spermatophyta,Dicotyledonae,Asteraceae,Brachyglottis,sciadophila,NA,BRASCI,Not applicable,,,,<null>,"Present in NZ (wild - endemic NZ native, extant)",,,Broad leaved,35,23,,,,,,,,4,,,4,Seed produced,,2.5,,0
Brassica rapa subsp. sylvestris (L.) Janch.,Brassica rapa subsp. sylvestris (L.) Janch.,Spermatophyta,Dicotyledonae,Brassicaceae,Brassica,rapa,subsp.-sylvestris-(L.)-Janch.,BRARSS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromus spp. Scop.,Bromus spp. Scop.,Spermatophyta,Monocotyledonae,Poaceae,Bromus,spp.,NA,BROMUS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calystegia tuguriorum (G.Forst.) R.Br. ex Hook.f.,Calystegia tuguriorum (G.Forst.) R.Br. ex Hook.f.,Spermatophyta,Dicotyledonae,Convolvulaceae,Calystegia,tuguriorum,NA,CALTUG,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine debilis Banks ex DC.,Cardamine debilis Banks ex DC.,Spermatophyta,Dicotyledonae,Brassicaceae,Cardamine,debilis,NA,CARDEB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine spp. L.,Cardamine spp. L.,Spermatophyta,Dicotyledonae,Brassicaceae,Cardamine,spp.,NA,CARDAM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carduus spp. L.,Carduus spp. L.,Spermatophyta,Dicotyledonae,Asteraceae,Carduus,spp.,NA,CARDUU,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex raoulii Boott,Carex raoulii Boott,Spermatophyta,Monocotyledonae,Cyperaceae,Carex,raoulii,NA,CARRAO,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmichaelia spp. R.Br.,Carmichaelia spp. R.Br.,Spermatophyta,Dicotyledonae,Fabaceae,Carmichaelia,spp.,NA,CARMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedrus atlantica (Endl.) Carrière,Cedrus atlantica (Endl.) Carrière,Spermatophyta,Gymnospermae,Pinaceae,Cedrus,atlantica,NA,CEDATL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celmisia mackaui Raoul,Celmisia mackaui Raoul,Spermatophyta,Dicotyledonae,Asteraceae,Celmisia,mackaui,NA,CELSEM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurium spp. Hill,Centaurium spp. Hill,Spermatophyta,Dicotyledonae,Gentianaceae,Centaurium,spp.,NA,CENTAU,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurium tenuiflorum (Hoffm. & Link) Fritsch ex Janch.,Centaurium tenuiflorum (Hoffm. & Link) Fritsch ex Janch.,Spermatophyta,Dicotyledonae,Gentianaceae,Centaurium,tenuiflorum,NA,CENTEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet,Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet,Spermatophyta,Dicotyledonae,Caryophyllaceae,Cerastium,fontanum,subsp.-vulgare-(Hartm.)-Greuter-&-Burdet,CERFSV,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaerophyllum colensoi (Hook.f.) K.F.Chung,Chaerophyllum colensoi (Hook.f.) K.F.Chung,Spermatophyta,Dicotyledonae,Apiaceae,Chaerophyllum,colensoi,NA,CHACOL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaerophyllum novae-zelandiae ,Chaerophyllum novae-zelandiae ,Spermatophyta,Dicotyledonae,Apiaceae,Chaerophyllum,novae-zelandiae,NA,CHANOV,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaerophyllum ramosum (Hook.f.) K.F.Chung,Chaerophyllum ramosum (Hook.f.) K.F.Chung,Spermatophyta,Dicotyledonae,Apiaceae,Chaerophyllum,ramosum,NA,CHARAM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheilanthes distans (R.Br.) Mett.,Cheilanthes distans (R.Br.) Mett.,Pteridophyta,Pteridopsida,Pteridaceae,Cheilanthes,distans,NA,CHEDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheilanthes sieberi Kunze in Lehm.,Cheilanthes sieberi Kunze in Lehm.,Pteridophyta,Pteridopsida,Pteridaceae,Cheilanthes,sieberi,NA,CHESIE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claytonia perfoliata Donn ex Willd.,Claytonia perfoliata Donn ex Willd.,Spermatophyta,Dicotyledonae,Portulacaceae,Claytonia,perfoliata,NA,CLAPER,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clematis afoliata Buchanan,Clematis afoliata Buchanan,Spermatophyta,Dicotyledonae,Ranunculaceae,Clematis,afoliata,NA,CLEAFO,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coleonema pulchrum Hook.,Coleonema pulchrum Hook.,Spermatophyta,Dicotyledonae,Rutaceae,Coleonema,pulchrum,NA,COLPUL,,,,,<null>,Present in NZ (wild - casual exotic),,,,,,,,,,,,,,,,,,,,,
"Convolvulus waitaha (Sykes) Heenan, Molloy & de Lange","Convolvulus waitaha (Sykes) Heenan, Molloy & de Lange",Spermatophyta,Dicotyledonae,Convolvulaceae,Convolvulus,waitaha,NA,CONVER,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coprosma dumosa (Cheeseman) G.T.Jane,Coprosma dumosa (Cheeseman) G.T.Jane,Spermatophyta,Dicotyledonae,Rubiaceae,Coprosma,dumosa,NA,COPPAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coprosma obconica Kirk,Coprosma obconica Kirk,Spermatophyta,Dicotyledonae,Rubiaceae,Coprosma,obconica,NA,COPOBC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coprosma repens A.Rich.,Coprosma repens A.Rich.,Spermatophyta,Dicotyledonae,Rubiaceae,Coprosma,repens,NA,COPREP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coprosma spp. J.R.Forster & G.Forster,Coprosma spp. J.R.Forster & G.Forster,Spermatophyta,Dicotyledonae,Rubiaceae,Coprosma,spp.,NA,COPROS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coriaria sarmentosa G.Forst.,Coriaria sarmentosa G.Forst.,Spermatophyta,Dicotyledonae,Coriariaceae,Coriaria,sarmentosa,NA,CORSAR,Not applicable,,,,<null>,"Present in NZ (wild - endemic NZ native, extant)",,,Broad leaved,46,25,,,,,,,,6,2,,7,Seed produced,,,,0
Corymbia ficifolia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia ficifolia (F.Muell.) K.D.Hill & L.A.S.Johnson,Spermatophyta,Dicotyledonae,Myrtaceae,Corymbia,ficifolia,NA,CORFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotoneaster spp. Medik.,Cotoneaster spp. Medik.,Spermatophyta,Dicotyledonae,Rosaceae,Cotoneaster,spp.,NA,COTONE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crassula sieberiana (Schult. & Schult.f.) Druce ,Crassula sieberiana (Schult. & Schult.f.) Druce ,Spermatophyta,Dicotyledonae,Crassulaceae,Crassula,sieberiana,NA,CRASIE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Critesion hystrix (Roth) Á.Löve,Hordeum hystrix Roth,Spermatophyta,Monocotyledonae,Poaceae,Critesion,hystrix,NA,CRIHYS,1940 - 1970,,,,<null>,Present in NZ (wild - naturalised exotic),,,,,,,,,,,,,,,,,,,,,
Critesion marinum (Huds) Á.Löve,Hordeum marinum Huds.,Spermatophyta,Monocotyledonae,Poaceae,Critesion,marinum,NA,CRIMAR,1870 - 1900,,,,<null>,Present in NZ (wild - naturalised exotic),,,,,,,,,,,,,,,,,,,,,
Critesion murinum (L.) Á.Löve,Hordeum murinum L.,Spermatophyta,Monocotyledonae,Poaceae,Critesion,murinum,(L.)-Á.Löve,CRIMUR,1840 - 1870,,,,<null>,Present in NZ (wild - naturalised exotic),,,,,,,,,,,,,,,,,,,,,8
Critesion murinum subsp. leporinum (Link) Á.Löve,Critesion murinum subsp. leporinum (Link) Á.Löve,Spermatophyta,Monocotyledonae,Poaceae,Critesion,murinum,NA,CRILEP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ctenopteris heterophylla (Labill.) Tindale ,Ctenopteris heterophylla (Labill.) Tindale ,Pteridophyta,Pteridopsida,Grammitidiaceae,Ctenopteris,heterophylla,NA,CTEHET,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyathea colensoi (Hook.f.) Domin,Cyathea colensoi (Hook.f.) Domin,Pteridophyta,Pteridopsida,Cyatheaceae,Cyathea,colensoi,NA,CYACOL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyathea dealbata (G.Forst.) Sw.,Cyathea dealbata (G.Forst.) Sw.,Pteridophyta,Pteridopsida,Cyatheaceae,Cyathea,dealbata,NA,CYADEA,Not applicable,,,,Ferns,"Present in NZ (wild - endemic NZ native, extant)",,,Broad leaved,4000,850,,No,No,,,Widespread,Not applicable,,,,,Seed produced,"> 10,000",,,
Cyathea smithii Hook.f.,Cyathea smithii Hook.f.,Pteridophyta,Pteridopsida,Cyatheaceae,Cyathea,smithii,NA,CYASMI,Not applicable,,,,Ferns,"Present in NZ (wild - endemic NZ native, extant)",,,Broad leaved,2500,,,,,,,Widespread,Not applicable,,,,,Seed produced,"> 10,000",,,
Deyeuxia avenoides (Hook.f.) Buchanan ,Deyeuxia avenoides (Hook.f.) Buchanan ,Spermatophyta,Monocotyledonae,Poaceae,Deyeuxia,avenoides,NA,DEYAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dianthus spp. L.,Dianthus spp. L.,Spermatophyta,Dicotyledonae,Caryophyllaceae,Dianthus,spp.,NA,DIANTH,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dicksonia squarrosa (G.Forst.) Sw.,Dicksonia squarrosa (G.Forst.) Sw.,Pteridophyta,Pteridopsida,Dicksoniaceae,Dicksonia,squarrosa,NA,DICSQU,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea viscosa Jacq.,Dodonaea viscosa Jacq.,Spermatophyta,Dicotyledonae,Sapindaceae,Dodonaea,viscosa,NA,DODVIS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryopteris filix-mas (L.) Schott,Dryopteris filix-mas (L.) Schott,Pteridophyta,Pteridopsida,Dryopteridaceae,Dryopteris,filix-mas,NA,DRYFIL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinopogon ovatus (G.Forst.) P.Beauv. ,Echinopogon ovatus (G.Forst.) P.Beauv. ,Spermatophyta,Monocotyledonae,Poaceae,Echinopogon,ovatus,NA,ECHOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Einadia allanii (Aellen) Paul G.Wilson,Einadia allanii (Aellen) Paul G.Wilson,Spermatophyta,Dicotyledonae,Amaranthaceae,Einadia,allanii,NA,EINALL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilobium alsinoides subsp. atriplicifolium (A.Cunn.) P.H.Raven & Engelhorn,Epilobium alsinoides subsp. atriplicifolium (A.Cunn.) P.H.Raven & Engelhorn,Spermatophyta,Dicotyledonae,Onagraceae,Epilobium,alsinoides,subsp.-atriplicifolium-(A.Cunn.)-P.H.Raven-&-Engelhorn,EPIATR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilobium billardierianum Ser. ex DC. subsp. cinereum (A. Rich. in d'Urv.) P.H. Raven & Engelhorn,Epilobium billardierianum Ser. ex DC. subsp. cinereum (A. Rich. in d'Urv.) P.H. Raven & Engelhorn,Spermatophyta,Dicotyledonae,Onagraceae,Epilobium,billardierianum,NA,EPICIN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilobium brunnescens (Cockayne) P.H.Raven & Engelhorn subsp. brunnescens,Epilobium brunnescens (Cockayne) P.H.Raven & Engelhorn subsp. brunnescens,Spermatophyta,Dicotyledonae,Onagraceae,Epilobium,brunnescens,NA,EPIBRU,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilobium pubens A.Rich.,Epilobium pubens A.Rich.,Spermatophyta,Dicotyledonae,Onagraceae,Epilobium,pubens,NA,EPIPUB,Not applicable,,,,<null>,"Present in NZ (wild - endemic NZ native, extant)",,,Broad leaved,30,15,,,,,,Widespread,,6,35,,6,Seed produced,,0.85,,0
Epilobium spp. L.,Epilobium spp. L.,Spermatophyta,Dicotyledonae,Onagraceae,Epilobium,spp.,NA,EPILOB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erysimum cheiri L.,Erysimum cheiri L.,Spermatophyta,Dicotyledonae,Brassicaceae,Erysimum,cheiri,NA,CHECHE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eucalyptus spp. L'Hér.,Eucalyptus spp. L'Hér.,Spermatophyta,Dicotyledonae,Myrtaceae,Eucalyptus,spp.,NA,EUCALY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euchiton audax (D.G.Drury) Holub,Euchiton audax (D.G.Drury) Holub,Spermatophyta,Dicotyledonae,Asteraceae,Euchiton,audax,NA,GNAAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euchiton involucratus (G.Forst.) Holub,Euchiton involucratus (G.Forst.) Holub,Spermatophyta,Dicotyledonae,Asteraceae,Euchiton,involucratus,NA,GNAINV,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euchiton japonicus (Thunb.) Holub,Euchiton japonicus (Thunb.) Holub,Spermatophyta,Dicotyledonae,Asteraceae,Euchiton,japonicus,NA,GNAGYM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euchiton limosus (D.G.Drury) Holub,Euchiton limosus (D.G.Drury) Holub,Spermatophyta,Dicotyledonae,Asteraceae,Euchiton,limosus,NA,GNALIM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euchiton sphaericus (Willd.) Holub,Euchiton sphaericus (Willd.) Holub,Spermatophyta,Dicotyledonae,Asteraceae,Euchiton,sphaericus,NA,EUCSPH,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euchiton spp. L.,Euchiton spp. L.,Spermatophyta,Dicotyledonae,Asteraceae,Euchiton,spp.,NA,GNAPHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca ovina subsp. hirtula (W.G.Travis) M.J.Wilk.,Festuca ovina subsp. hirtula (W.G.Travis) M.J.Wilk.,Spermatophyta,Monocotyledonae,Poaceae,Festuca,ovina,NA,FESOVI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca rubra L. subsp. rubra,Festuca rubra L. subsp. rubra,Spermatophyta,Monocotyledonae,Poaceae,Festuca,rubra,L.-subsp.-rubra,FESRUB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca rubra subsp. commutata Gaudin,Festuca rubra subsp. commutata Gaudin,Spermatophyta,Monocotyledonae,Poaceae,Festuca,rubra,NA,FESCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca spp. L.,Festuca spp. L.,Spermatophyta,Monocotyledonae,Poaceae,Festuca,spp.,NA,FESTUC,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ficinia nodosa (Rottb.) Goetgh., Muasya & D.A.Simpson","Ficinia nodosa (Rottb.) Goetgh., Muasya & D.A.Simpson",Spermatophyta,Monocotyledonae,Cyperaceae,Ficinia,nodosa,NA,FICNOD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forsythia spp. Vahl,Forsythia spp. Vahl,Spermatophyta,Dicotyledonae,Oleaceae,Forsythia,spp.,NA,FORSYT,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuchsia perscandens Cockayne & Allan ,Fuchsia perscandens Cockayne & Allan ,Spermatophyta,Dicotyledonae,Onagraceae,Fuchsia,perscandens,NA,FUCPER,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaultheria depressa var. novae-zelandiae D.A.Franklin ,Gaultheria depressa var. novae-zelandiae D.A.Franklin ,Spermatophyta,Dicotyledonae,Ericaceae,Gaultheria,depressa,var.-novae-zelandiae-D.A.Franklin,GAUDVN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gazania spp. Gaertn.,Gazania spp. Gaertn.,Spermatophyta,Dicotyledonae,Asteraceae,Gazania,spp.,NA,GAZANI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geranium brevicaule Hook.f.,Geranium brevicaule Hook.f.,Spermatophyta,Dicotyledonae,Geraniaceae,Geranium,brevicaule,NA,GERBRE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geranium microphyllum Hook.f.,Geranium microphyllum Hook.f.,Spermatophyta,Dicotyledonae,Geraniaceae,Geranium,microphyllum,NA,GERMIC,Not applicable,,,,<null>,"Present in NZ (wild - endemic NZ native, extant)",,,Broad leaved,15,15,,,,,,Widespread,,5,,,5,Seed produced,,2,,2
Geranium molle L. ,Geranium molle L. ,Spermatophyta,Dicotyledonae,Geraniaceae,Geranium,molle,NA,GERMOL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geranium retrorsum L'Hér. ex DC.,Geranium retrorsum L'Hér. ex DC.,Spermatophyta,Dicotyledonae,Geraniaceae,Geranium,retrorsum,NA,GERRET,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gingidia enysii var. peninsulare J.W.Dawson,Gingidia enysii var. peninsulare J.W.Dawson,Spermatophyta,Dicotyledonae,Apiaceae,Gingidia,enysii,NA,GINENY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grammitis ciliata Colenso,Grammitis ciliata Colenso,Pteridophyta,Pteridopsida,Grammitidiaceae,Grammitis,ciliata,NA,GRACIL,Not applicable,,,,Ferns,"Present in NZ (wild - endemic NZ native, extant)",,,Broad leaved,60,4,,No,,,,,,,,,,Seed produced,,,,
Haloragis erecta (Banks ex Murray) Oken,Haloragis erecta (Banks ex Murray) Oken,Spermatophyta,Dicotyledonae,Haloragaceae,Haloragis,erecta,NA,HALERE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hedycarya arborea J.R.Forst. & G.Forst. ,Hedycarya arborea J.R.Forst. & G.Forst. ,Spermatophyta,Dicotyledonae,Monimiaceae,Hedycarya,arborea,NA,HEDARB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hordeum spp. L.,Hordeum spp. L.,Spermatophyta,Monocotyledonae,Poaceae,Hordeum,spp.,NA,HORDEU,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huperzia varia (R.Br.) Trevis.,Huperzia varia (R.Br.) Trevis.,Pteridophyta,Lycopodiopsida,Lycopodiaceae,Huperzia,varia,NA,HUPVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrocotyle americana L.,Hydrocotyle americana L.,Spermatophyta,Dicotyledonae,Apiaceae,Hydrocotyle,americana,NA,HYDAME,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrocotyle elongata A.Cunn.,Hydrocotyle elongata A.Cunn.,Spermatophyta,Dicotyledonae,Apiaceae,Hydrocotyle,elongata,NA,HYDELO,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrocotyle novae-zeelandiae var. montana Kirk,Hydrocotyle novae-zeelandiae var. montana Kirk,Spermatophyta,Dicotyledonae,Apiaceae,Hydrocotyle,novae-zeelandiae,NA,HYDMON,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenophyllum rarum R.Br.,Hymenophyllum rarum R.Br.,Pteridophyta,Pteridopsida,Hymenophyllaceae,Hymenophyllum,rarum,NA,HYMRAR,Not applicable,,,,Ferns,"Present in NZ (wild - non endemic NZ native, extant)",,,Broad leaved,115,20,,No,,,,Widespread,,,,,,Seed produced,,,,
Hypericum involutum (Labill.) Choisy,Hypericum involutum (Labill.) Choisy,Spermatophyta,Dicotyledonae,Clusiaceae,Hypericum,involutum,NA,HYPGRA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypericum pusillum Choisy,Hypericum pusillum Choisy,Spermatophyta,Dicotyledonae,Clusiaceae,Hypericum,pusillum,NA,HYPJAP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypolepis ambigua (A.Rich.) Brownsey & Chinnock,Hypolepis ambigua (A.Rich.) Brownsey & Chinnock,Pteridophyta,Pteridopsida,Dennstaedtiaceae,Hypolepis,ambigua,NA,HYPAMB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypolepis millefolium Hook.,Hypolepis millefolium Hook.,Pteridophyta,Pteridopsida,Dennstaedtiaceae,Hypolepis,millefolium,NA,HYPMIL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypolepis rufobarbata (Colenso) N.A.Wakef.,Hypolepis rufobarbata (Colenso) N.A.Wakef.,Pteridophyta,Pteridopsida,Dennstaedtiaceae,Hypolepis,rufobarbata,NA,HYPRUF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ileostylus micranthus (Hook.f.) Tiegh.,Ileostylus micranthus (Hook.f.) Tiegh.,Spermatophyta,Dicotyledonae,Loranthaceae,Ileostylus,micranthus,NA,ILEMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juncus edgariae L.A.S.Johnson & K.L.Wilson,Juncus edgariae L.A.S.Johnson & K.L.Wilson,Spermatophyta,Monocotyledonae,Juncaceae,Juncus,edgariae,NA,JUNEDG,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juncus spp. L.,Juncus spp. L.,Spermatophyta,Monocotyledonae,Juncaceae,Juncus,spp.,NA,JUNCUS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachnagrostis spp. Trin.,Lachnagrostis spp. Trin.,Spermatophyta,Monocotyledonae,Poaceae,Lachnagrostis,spp.,NA,LACHNA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lagenifera cuneata Petrie,Lagenifera cuneata Petrie,Spermatophyta,Dicotyledonae,Asteraceae,Lagenifera,cuneata,NA,LAGCUN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lagenifera pinnatifida Hook.f.,Lagenifera pinnatifida Hook.f.,Spermatophyta,Dicotyledonae,Asteraceae,Lagenifera,pinnatifida,NA,LAGPIN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampranthus spp. N.E.Br.,Lampranthus spp. N.E.Br.,Spermatophyta,Dicotyledonae,Aizoaceae,Lampranthus,spp.,NA,LAMPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lastreopsis hispida (Sw.) Tindale,Lastreopsis hispida (Sw.) Tindale,Pteridophyta,Pteridopsida,Dryopteridaceae,Lastreopsis,hispida,NA,LASHIS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lastreopsis velutina (A.Rich.) Tindale,Lastreopsis velutina (A.Rich.) Tindale,Pteridophyta,Pteridopsida,Dryopteridaceae,Lastreopsis,velutina,NA,LASVEL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepidium spp. L.,Lepidium spp. L.,Spermatophyta,Dicotyledonae,Brassicaceae,Lepidium,spp.,NA,LEPIDI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepidium squamatum Forssk.,Lepidium squamatum Forssk.,Spermatophyta,Dicotyledonae,Brassicaceae,Lepidium,squamatum,NA,LEPSQU,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leptecophylla juniperina (J.R.Forst. & G.Forst.) C.M.Weiller,Leptecophylla juniperina (J.R.Forst. & G.Forst.) C.M.Weiller,Spermatophyta,Dicotyledonae,Ericaceae,Leptecophylla,juniperina,NA,LEPJUN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leptinella minor Hook.f.,Leptinella minor Hook.f.,Spermatophyta,Dicotyledonae,Asteraceae,Leptinella,minor,NA,LEPMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leptostigma setulosa (Hook.f.) Fosberg,Leptostigma setulosa (Hook.f.) Fosberg,Spermatophyta,Dicotyledonae,Rubiaceae,Leptostigma,setulosa,NA,LEPSET,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lobelia angulata G.Forst.,Lobelia angulata G.Forst.,Spermatophyta,Monocotyledonae,Campanulaceae,Lobelia,angulata,NA,PRAANG,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lophomyrtus bullata (Sol. ex A.Cunn.) Burret,Lophomyrtus bullata (Sol. ex A.Cunn.) Burret,Spermatophyta,Dicotyledonae,Myrtaceae,Lophomyrtus,bullata,NA,LOPBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lophomyrtus obcordata (Raoul) Burret,Lophomyrtus obcordata (Raoul) Burret,Spermatophyta,Dicotyledonae,Myrtaceae,Lophomyrtus,obcordata,NA,LOPOBC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luzula banksiana var. orina Edgar,Luzula banksiana var. orina Edgar,Spermatophyta,Monocotyledonae,Juncaceae,Luzula,banksiana,NA,LUZORI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luzula picta var. limosa Edgar,Luzula picta var. limosa Edgar,Spermatophyta,Monocotyledonae,Juncaceae,Luzula,picta,var.-limosa-Edgar,LUZPVL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luzula picta var. pallida (Hook.f.) Edgar,Luzula picta var. pallida (Hook.f.) Edgar,Spermatophyta,Monocotyledonae,Juncaceae,Luzula,picta,NA,LUZPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malus ×domestica Borkh. ,Malus ×domestica Borkh. ,Spermatophyta,Dicotyledonae,Rosaceae,Malus,×domestica,NA,MALDOM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malva arborea L.,Malva arborea L.,Spermatophyta,Dicotyledonae,Malvaceae,Malva,arborea,NA,MALDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicago spp. L.,Medicago spp. L.,Spermatophyta,Dicotyledonae,Fabaceae,Medicago,spp.,NA,MEDICA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melicytus crassifolius (Hook.f.) Garn.-Jones,Melicytus crassifolius (Hook.f.) Garn.-Jones,Spermatophyta,Dicotyledonae,Violaceae,Melicytus,crassifolius,NA,MELCRA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melicytus spp. J.R.Forst. & G.Forst.,Melicytus spp. J.R.Forst. & G.Forst.,Spermatophyta,Dicotyledonae,Violaceae,Melicytus,spp.,NA,MELICY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsorum pustulatum (G.Forst.) Copel.,Microsorum pustulatum (G.Forst.) Copel.,Pteridophyta,Pteridopsida,Polypodiaceae,Microsorum,pustulatum,NA,MICPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis laxa subsp. caespitosa (Schultz) Hyl. ex Nordh.,Myosotis laxa subsp. caespitosa (Schultz) Hyl. ex Nordh.,Spermatophyta,Dicotyledonae,Boraginaceae,Myosotis,laxa,NA,MYOCAE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis spathulata G.Forst.,Myosotis spathulata G.Forst.,Spermatophyta,Dicotyledonae,Boraginaceae,Myosotis,spathulata,NA,MYOSPA,,,,,,,,,,,,,,,,,,,,,,,,,,,
